"sampleid","taxonomy","count","count_total","count_relative"
"Group 1-A-1","Sangeribacter",574,127864,0.00448914471626103
"Group 1-A-1","Romboutsia",33,127864,0.000258086717136958
"Group 1-A-1","Eggerthella",32,127864,0.000250265907526747
"Group 1-A-1","Duncaniella",200,127864,0.00156416192204217
"Group 1-A-1","Qiania",7,127864,5.47456672714759e-05
"Group 1-A-1","Simiaoa",16,127864,0.000125132953763374
"Group 1-A-1","Romboutsia",239,127864,0.00186917349684039
"Group 1-A-1","Akkermansia",33,127864,0.000258086717136958
"Group 1-A-1","Dehalobacterium",1,127864,7.82080961021085e-06
"Group 1-A-1","Lacrimispora",38,127864,0.000297190765188012
"Group 1-A-1","Papillibacter",20,127864,0.000156416192204217
"Group 1-A-1","Lachnoclostridium",70,127864,0.000547456672714759
"Group 1-A-1","Kineothrix",23,127864,0.00017987862103485
"Group 1-A-1","Salmonella",7,127864,5.47456672714759e-05
"Group 1-A-1","Bacillus",14,127864,0.000109491334542952
"Group 1-A-1","Alistipes",39,127864,0.000305011574798223
"Group 1-A-1","Enterocloster",102,127864,0.000797722580241507
"Group 1-A-1","Clostridium",80,127864,0.000625664768816868
"Group 1-A-1","Blautia",2,127864,1.56416192204217e-05
"Group 1-A-1","Lactobacillus",3,127864,2.34624288306325e-05
"Group 1-A-1","Lawsonibacter",37,127864,0.000289369955577801
"Group 1-A-1","Roseburia",7,127864,5.47456672714759e-05
"Group 1-A-1","Qiania",6,127864,4.69248576612651e-05
"Group 1-A-1","Acholeplasma",51,127864,0.000398861290120753
"Group 1-A-1","Enterocloster",133,127864,0.00104016767815804
"Group 1-A-1","Anaerobacterium",1,127864,7.82080961021085e-06
"Group 1-A-1","Lactobacillus",3,127864,2.34624288306325e-05
"Group 1-A-1","Duncaniella",764,127864,0.00597509854220109
"Group 1-A-1","Enterocloster",114,127864,0.000891572295564037
"Group 1-A-1","Guopingia",474,127864,0.00370706375523994
"Group 1-A-1","Anaeroplasma",44,127864,0.000344115622849277
"Group 1-A-1","Adlercreutzia",265,127864,0.00207251454670588
"Group 1-A-1","Breznakia",45,127864,0.000351936432459488
"Group 1-A-1","Hungatella",25,127864,0.000195520240255271
"Group 1-A-1","Anaerobacterium",157,127864,0.0012278671088031
"Group 1-A-1","Fusimonas",57,127864,0.000445786147782018
"Group 1-A-1","Cuneatibacter",31,127864,0.000242445097916536
"Group 1-A-1","Lawsonibacter",26,127864,0.000203341049865482
"Group 1-A-1","Spiroplasma",14,127864,0.000109491334542952
"Group 1-A-1","Acutalibacter",32,127864,0.000250265907526747
"Group 1-A-1","Marvinbryantia",5,127864,3.91040480510542e-05
"Group 1-A-1","Olsenella",771,127864,0.00602984420947256
"Group 1-A-1","Lactobacillus",14,127864,0.000109491334542952
"Group 1-A-1","Hafnia",4,127864,3.12832384408434e-05
"Group 1-A-1","Lachnoclostridium",68,127864,0.000531815053494338
"Group 1-A-1","Marvinbryantia",337,127864,0.00263561283864106
"Group 1-A-1","Caproiciproducens",30,127864,0.000234624288306325
"Group 1-A-1","Spiroplasma",17,127864,0.000132953763373584
"Group 1-A-1","Gordonibacter",33,127864,0.000258086717136958
"Group 1-A-1","Clostridium",6,127864,4.69248576612651e-05
"Group 1-A-1","Spiroplasma",47,127864,0.00036757805167991
"Group 1-A-1","Ruminiclostridium",30,127864,0.000234624288306325
"Group 1-A-1","Faecalicatena",2,127864,1.56416192204217e-05
"Group 1-A-1","Jutongia",8,127864,6.25664768816868e-05
"Group 1-A-1","Anaerobacterium",100,127864,0.000782080961021085
"Group 1-A-1","Dorea",5,127864,3.91040480510542e-05
"Group 1-A-1","Tyzzerella",5,127864,3.91040480510542e-05
"Group 1-A-1","Acetivibrio",22,127864,0.000172057811424639
"Group 1-A-1","Dysosmobacter",12,127864,9.38497153225302e-05
"Group 1-A-1","Bilifractor",33,127864,0.000258086717136958
"Group 1-A-1","Anaerobacterium",228,127864,0.00178314459112807
"Group 1-A-1","Anaerotignum",27,127864,0.000211161859475693
"Group 1-A-1","Ruminiclostridium",4,127864,3.12832384408434e-05
"Group 1-A-1","Gracilibacter",755,127864,0.00590471125570919
"Group 1-A-1","Luoshenia",12,127864,9.38497153225302e-05
"Group 1-A-1","Lachnoclostridium",4,127864,3.12832384408434e-05
"Group 1-A-1","Lactobacillus",11,127864,8.60289057123193e-05
"Group 1-A-1","Sporofaciens",15,127864,0.000117312144153163
"Group 1-A-1","Enterocloster",139,127864,0.00108709253581931
"Group 1-A-1","Clostridium",42,127864,0.000328474003628856
"Group 1-A-1","Eggerthella",35,127864,0.00027372833635738
"Group 1-A-1","Ruminiclostridium",22,127864,0.000172057811424639
"Group 1-A-1","Murimonas",5,127864,3.91040480510542e-05
"Group 1-A-1","Marvinbryantia",306,127864,0.00239316774072452
"Group 1-A-1","Bilifractor",48,127864,0.000375398861290121
"Group 1-A-1","Anaerobacterium",104,127864,0.000813364199461928
"Group 1-A-1","Lachnoclostridium",27,127864,0.000211161859475693
"Group 1-A-1","Flintibacter",11,127864,8.60289057123193e-05
"Group 1-A-1","Anaerobacterium",7,127864,5.47456672714759e-05
"Group 1-A-1","Duncaniella",1,127864,7.82080961021085e-06
"Group 1-A-1","Emergencia",15,127864,0.000117312144153163
"Group 1-A-1","Spiroplasma",29,127864,0.000226803478696115
"Group 1-A-1","Intestinimonas",2,127864,1.56416192204217e-05
"Group 1-A-1","Vescimonas",5,127864,3.91040480510542e-05
"Group 1-A-1","Lactobacillus",10,127864,7.82080961021085e-05
"Group 1-A-1","Turicibacter",13,127864,0.000101670524932741
"Group 1-A-1","Curtobacterium",2,127864,1.56416192204217e-05
"Group 1-A-1","Enterocloster",499,127864,0.00390258399549521
"Group 1-A-1","Ruminiclostridium",24,127864,0.00018769943064506
"Group 1-A-1","Anaerobacterium",247,127864,0.00193173997372208
"Group 1-A-1","Sangeribacter",351,127864,0.00274510417318401
"Group 1-A-1","Clostridium",13,127864,0.000101670524932741
"Group 1-A-1","Emergencia",21,127864,0.000164237001814428
"Group 1-A-1","Ruminococcus",29,127864,0.000226803478696115
"Group 1-A-1","Lachnotalea",4,127864,3.12832384408434e-05
"Group 1-A-1","Kineothrix",75,127864,0.000586560720765814
"Group 1-A-1","Lachnoclostridium",7,127864,5.47456672714759e-05
"Group 1-A-1","Pusillibacter",3,127864,2.34624288306325e-05
"Group 1-A-1","Simiaoa",1,127864,7.82080961021085e-06
"Group 1-A-1","Anaerobacterium",8,127864,6.25664768816868e-05
"Group 1-A-1","Lactobacillus",36,127864,0.000281549145967591
"Group 1-A-1","Muribaculum",121,127864,0.000946317962835513
"Group 1-A-1","Clostridium",3,127864,2.34624288306325e-05
"Group 1-A-1","Ruminococcoides",11,127864,8.60289057123193e-05
"Group 1-A-1","Paraeggerthella",153,127864,0.00119658387036226
"Group 1-A-1","Blautia",1,127864,7.82080961021085e-06
"Group 1-A-1","Clostridium",19,127864,0.000148595382594006
"Group 1-A-1","Dorea",8,127864,6.25664768816868e-05
"Group 1-A-1","Adlercreutzia",11,127864,8.60289057123193e-05
"Group 1-A-1","Anaerobacterium",138,127864,0.0010792717262091
"Group 1-A-1","Lachnoclostridium",8,127864,6.25664768816868e-05
"Group 1-A-1","Faecalicatena",5,127864,3.91040480510542e-05
"Group 1-A-1","Flintibacter",134,127864,0.00104798848776825
"Group 1-A-1","Lacrimispora",2,127864,1.56416192204217e-05
"Group 1-A-1","Dorea",1,127864,7.82080961021085e-06
"Group 1-A-1","Clostridium",1,127864,7.82080961021085e-06
"Group 1-A-1","Faecalimonas",2,127864,1.56416192204217e-05
"Group 1-A-1","Akkermansia",11,127864,8.60289057123193e-05
"Group 1-A-1","Anaerobacterium",115,127864,0.000899393105174248
"Group 1-A-1","Kineothrix",77,127864,0.000602202339986235
"Group 1-A-1","Jingyaoa",12,127864,9.38497153225302e-05
"Group 1-A-1","Sporobacter",19,127864,0.000148595382594006
"Group 1-A-1","Breznakia",133,127864,0.00104016767815804
"Group 1-A-1","Alistipes",31,127864,0.000242445097916536
"Group 1-A-1","Spiroplasma",61,127864,0.000477069386222862
"Group 1-A-1","Ruminococcus",6,127864,4.69248576612651e-05
"Group 1-A-1","Anaerostipes",10,127864,7.82080961021085e-05
"Group 1-A-1","Thomasclavelia",63,127864,0.000492711005443283
"Group 1-A-1","Clostridium",40,127864,0.000312832384408434
"Group 1-A-1","Lachnoclostridium",7,127864,5.47456672714759e-05
"Group 1-A-1","Anaeroplasma",54,127864,0.000422323718951386
"Group 1-A-1","Gracilibacter",143,127864,0.00111837577426015
"Group 1-A-1","Akkermansia",2,127864,1.56416192204217e-05
"Group 1-A-1","Lachnoclostridium",11,127864,8.60289057123193e-05
"Group 1-A-1","Breznakia",207,127864,0.00161890758931365
"Group 1-A-1","Blautia",41,127864,0.000320653194018645
"Group 1-A-1","Eubacterium",5,127864,3.91040480510542e-05
"Group 1-A-1","Adlercreutzia",247,127864,0.00193173997372208
"Group 1-A-1","Luoshenia",51,127864,0.000398861290120753
"Group 1-A-1","Clostridium",11,127864,8.60289057123193e-05
"Group 1-A-1","Turicibacter",26,127864,0.000203341049865482
"Group 1-A-1","Duncaniella",243,127864,0.00190045673528124
"Group 1-A-1","Ruminiclostridium",308,127864,0.00240880935994494
"Group 1-A-1","Qiania",9,127864,7.03872864918976e-05
"Group 1-A-1","Longibaculum",45,127864,0.000351936432459488
"Group 1-A-1","Mariniplasma",69,127864,0.000539635863104549
"Group 1-A-1","Eubacterium",52,127864,0.000406682099730964
"Group 1-A-1","Hungatella",30,127864,0.000234624288306325
"Group 1-A-1","Acetatifactor",54,127864,0.000422323718951386
"Group 1-A-1","Papillibacter",20,127864,0.000156416192204217
"Group 1-A-1","Enterococcus",3,127864,2.34624288306325e-05
"Group 1-A-1","Jutongia",7,127864,5.47456672714759e-05
"Group 1-A-1","Clostridium",12,127864,9.38497153225302e-05
"Group 1-A-1","Acetatifactor",37,127864,0.000289369955577801
"Group 1-A-1","Jingyaoa",37,127864,0.000289369955577801
"Group 1-A-1","Flintibacter",99,127864,0.000774260151410874
"Group 1-A-1","Eubacterium",64,127864,0.000500531815053494
"Group 1-A-1","Roseburia",38,127864,0.000297190765188012
"Group 1-A-1","Romboutsia",226,127864,0.00176750297190765
"Group 1-A-1","Clostridium",103,127864,0.000805543389851717
"Group 1-A-1","Anaerobacterium",144,127864,0.00112619658387036
"Group 1-A-1","Guopingia",456,127864,0.00356628918225615
"Group 1-A-1","Heminiphilus",3,127864,2.34624288306325e-05
"Group 1-A-1","Clostridium",94,127864,0.00073515610335982
"Group 1-A-1","Acholeplasma",49,127864,0.000383219670900332
"Group 1-A-1","Anaerotruncus",5,127864,3.91040480510542e-05
"Group 1-A-1","Clostridium",6,127864,4.69248576612651e-05
"Group 1-A-1","Ruminiclostridium",15,127864,0.000117312144153163
"Group 1-A-1","Clostridium",153,127864,0.00119658387036226
"Group 1-A-1","Murimonas",26,127864,0.000203341049865482
"Group 1-A-1","Duncaniella",10,127864,7.82080961021085e-05
"Group 1-A-1","Sangeribacter",577,127864,0.00451260714509166
"Group 1-A-1","Bacteroides",82,127864,0.00064130638803729
"Group 1-A-1","Clostridium",20,127864,0.000156416192204217
"Group 1-A-1","Caproiciproducens",27,127864,0.000211161859475693
"Group 1-A-1","Dysosmobacter",4,127864,3.12832384408434e-05
"Group 1-A-1","Acutalibacter",41,127864,0.000320653194018645
"Group 1-A-1","Anaerotignum",16,127864,0.000125132953763374
"Group 1-A-1","Ruminiclostridium",15,127864,0.000117312144153163
"Group 1-A-1","Lachnoclostridium",3,127864,2.34624288306325e-05
"Group 1-A-1","Anaerobacterium",38,127864,0.000297190765188012
"Group 1-A-1","Pseudoflavonifractor",2,127864,1.56416192204217e-05
"Group 1-A-1","Longibaculum",32,127864,0.000250265907526747
"Group 1-A-1","Luoshenia",3,127864,2.34624288306325e-05
"Group 1-A-1","Mediterraneibacter",5,127864,3.91040480510542e-05
"Group 1-A-1","Breznakia",123,127864,0.000961959582055934
"Group 1-A-1","Acetatifactor",62,127864,0.000484890195833073
"Group 1-A-1","Thomasclavelia",50,127864,0.000391040480510542
"Group 1-A-1","Lactobacillus",1,127864,7.82080961021085e-06
"Group 1-A-1","Olsenella",744,127864,0.00581868234999687
"Group 1-A-1","Gracilibacter",3,127864,2.34624288306325e-05
"Group 1-A-1","Sporobacter",6,127864,4.69248576612651e-05
"Group 1-A-1","Novisyntrophococcus",2,127864,1.56416192204217e-05
"Group 1-A-1","Eubacterium",72,127864,0.000563098291935181
"Group 1-A-1","Spiroplasma",123,127864,0.000961959582055934
"Group 1-A-1","Cuneatibacter",5,127864,3.91040480510542e-05
"Group 1-A-1","Breznakia",201,127864,0.00157198273165238
"Group 1-A-1","Mariniplasma",58,127864,0.000453606957392229
"Group 1-A-1","Faecalibacillus",1,127864,7.82080961021085e-06
"Group 1-A-1","Acetatifactor",35,127864,0.00027372833635738
"Group 1-A-1","Emergencia",9,127864,7.03872864918976e-05
"Group 1-A-1","Lacrimispora",5,127864,3.91040480510542e-05
"Group 1-A-1","Anaerostipes",9,127864,7.03872864918976e-05
"Group 1-A-1","Kineothrix",19,127864,0.000148595382594006
"Group 1-A-1","Anaerobacterium",7,127864,5.47456672714759e-05
"Group 1-A-1","Mediterraneibacter",265,127864,0.00207251454670588
"Group 1-A-1","Clostridium",89,127864,0.000696052055308766
"Group 1-A-1","Marvinbryantia",4,127864,3.12832384408434e-05
"Group 1-A-1","Faecalicatena",50,127864,0.000391040480510542
"Group 1-A-1","Angelakisella",6,127864,4.69248576612651e-05
"Group 1-A-1","Eubacterium",2,127864,1.56416192204217e-05
"Group 1-A-1","Lachnotalea",5,127864,3.91040480510542e-05
"Group 1-A-1","Faecalicatena",149,127864,0.00116530063192142
"Group 1-A-1","Dysosmobacter",4,127864,3.12832384408434e-05
"Group 1-A-1","Marvinbryantia",4,127864,3.12832384408434e-05
"Group 1-A-1","Mediterraneibacter",12,127864,9.38497153225302e-05
"Group 1-A-1","Flintibacter",122,127864,0.000954138772445724
"Group 1-A-1","Lachnoclostridium",12,127864,9.38497153225302e-05
"Group 1-A-1","Dehalobacterium",29,127864,0.000226803478696115
"Group 1-A-1","Pseudoflavonifractor",8,127864,6.25664768816868e-05
"Group 1-A-1","Lactobacillus",33368,127864,0.260964775073516
"Group 1-A-1","Kineothrix",5,127864,3.91040480510542e-05
"Group 1-A-1","Lachnotalea",9,127864,7.03872864918976e-05
"Group 1-A-1","Achromobacter",13,127864,0.000101670524932741
"Group 1-A-1","Sangeribacter",251,127864,0.00196302321216292
"Group 1-A-1","Bacillus",11,127864,8.60289057123193e-05
"Group 1-A-1","Lactobacillus",1,127864,7.82080961021085e-06
"Group 1-A-1","Ruminiclostridium",273,127864,0.00213508102358756
"Group 1-A-1","Ihubacter",9,127864,7.03872864918976e-05
"Group 1-A-1","Eubacterium",304,127864,0.0023775261215041
"Group 1-A-1","Ihubacter",8,127864,6.25664768816868e-05
"Group 1-A-1","Guopingia",25,127864,0.000195520240255271
"Group 1-A-1","Marvinbryantia",4,127864,3.12832384408434e-05
"Group 1-A-1","Muribaculum",395,127864,0.00308921979603329
"Group 1-A-1","Anaerobacterium",24,127864,0.00018769943064506
"Group 1-A-1","Faecalicatena",127,127864,0.000993242820496778
"Group 1-A-1","Paraeggerthella",145,127864,0.00113401739348057
"Group 1-A-1","Flintibacter",6,127864,4.69248576612651e-05
"Group 1-A-1","Flintibacter",119,127864,0.000930676343615091
"Group 1-A-1","Dysosmobacter",6,127864,4.69248576612651e-05
"Group 1-A-1","Clostridium",175,127864,0.0013686416817869
"Group 1-A-1","Parasutterella",137,127864,0.00107145091659889
"Group 1-A-1","Akkermansia",20,127864,0.000156416192204217
"Group 1-A-1","Marseillibacter",6,127864,4.69248576612651e-05
"Group 1-A-1","Parasutterella",133,127864,0.00104016767815804
"Group 1-A-1","Sporofaciens",262,127864,0.00204905211787524
"Group 1-A-1","Anaerotignum",25,127864,0.000195520240255271
"Group 1-A-1","Fusimonas",9,127864,7.03872864918976e-05
"Group 1-A-1","Clostridium",8,127864,6.25664768816868e-05
"Group 1-A-1","Lawsonibacter",7,127864,5.47456672714759e-05
"Group 1-A-1","Acetatifactor",5,127864,3.91040480510542e-05
"Group 1-A-1","Eubacterium",370,127864,0.00289369955577801
"Group 1-A-1","Lachnoclostridium",13,127864,0.000101670524932741
"Group 1-A-1","Luoshenia",2,127864,1.56416192204217e-05
"Group 1-A-1","Clostridium",10,127864,7.82080961021085e-05
"Group 1-A-1","Bacteroides",119,127864,0.000930676343615091
"Group 1-A-1","Enterococcus",7,127864,5.47456672714759e-05
"Group 1-A-1","Ruminococcus",1,127864,7.82080961021085e-06
"Group 1-A-1","Jingyaoa",9,127864,7.03872864918976e-05
"Group 1-A-1","Muribaculum",357,127864,0.00279202903084527
"Group 1-A-1","Sporofaciens",269,127864,0.00210379778514672
"Group 1-A-1","Ruminiclostridium",1,127864,7.82080961021085e-06
"Group 1-A-1","Sporofaciens",21,127864,0.000164237001814428
"Group 1-A-1","Emergencia",27,127864,0.000211161859475693
"Group 1-A-1","Ruminiclostridium",11,127864,8.60289057123193e-05
"Group 1-A-1","Acetivibrio",21,127864,0.000164237001814428
"Group 1-A-1","Anaerotignum",10,127864,7.82080961021085e-05
"Group 1-A-1","Lactobacillus",34831,127864,0.272406619533254
"Group 1-A-1","Hungatella",24,127864,0.00018769943064506
"Group 1-A-1","Clostridium",100,127864,0.000782080961021085
"Group 1-B-1","Lachnoclostridium",5,146607,3.41047835369389e-05
"Group 1-B-1","Gracilibacter",8,146607,5.45676536591022e-05
"Group 1-B-1","Clostridium",8,146607,5.45676536591022e-05
"Group 1-B-1","Intestinimonas",96,146607,0.000654811843909227
"Group 1-B-1","Luoshenia",94,146607,0.000641169930494451
"Group 1-B-1","Enterocloster",44,146607,0.000300122095125062
"Group 1-B-1","Mediterraneibacter",159,146607,0.00108453211647466
"Group 1-B-1","Clostridium",316,146607,0.00215542231953454
"Group 1-B-1","Simiaoa",8,146607,5.45676536591022e-05
"Group 1-B-1","Ruminococcoides",11,146607,7.50305237812656e-05
"Group 1-B-1","Clostridium",5,146607,3.41047835369389e-05
"Group 1-B-1","Acetatifactor",56,146607,0.000381973575613716
"Group 1-B-1","Clostridium",361,146607,0.00246236537136699
"Group 1-B-1","Marseillibacter",79,146607,0.000538855579883634
"Group 1-B-1","Dorea",93,146607,0.000634348973787063
"Group 1-B-1","Jutongia",19,146607,0.000129598177440368
"Group 1-B-1","Acetitomaculum",26,146607,0.000177344874392082
"Group 1-B-1","Novisyntrophococcus",16,146607,0.000109135307318204
"Group 1-B-1","Fusimonas",142,146607,0.000968575852449065
"Group 1-B-1","Angelakisella",25,146607,0.000170523917684694
"Group 1-B-1","Duncaniella",7942,146607,0.0541720381700737
"Group 1-B-1","Clostridium",25,146607,0.000170523917684694
"Group 1-B-1","Anaerobacterium",22,146607,0.000150061047562531
"Group 1-B-1","Parvibacter",27,146607,0.00018416583109947
"Group 1-B-1","Lachnoclostridium",115,146607,0.000784410021349595
"Group 1-B-1","Lawsonibacter",22,146607,0.000150061047562531
"Group 1-B-1","Amylolactobacillus",15,146607,0.000102314350610817
"Group 1-B-1","Waltera",103,146607,0.000702558540860941
"Group 1-B-1","Blautia",133,146607,0.000907187242082575
"Group 1-B-1","Enterocloster",546,146607,0.00372424236223373
"Group 1-B-1","Jingyaoa",30,146607,0.000204628701221633
"Group 1-B-1","Acetatifactor",6,146607,4.09257402443267e-05
"Group 1-B-1","Achromobacter",5,146607,3.41047835369389e-05
"Group 1-B-1","Dorea",1,146607,6.82095670738778e-06
"Group 1-B-1","Gracilibacter",5,146607,3.41047835369389e-05
"Group 1-B-1","Alistipes",70,146607,0.000477466969517144
"Group 1-B-1","Dorea",1,146607,6.82095670738778e-06
"Group 1-B-1","Luoshenia",20,146607,0.000136419134147756
"Group 1-B-1","Faecalicatena",220,146607,0.00150061047562531
"Group 1-B-1","Luoshenia",23,146607,0.000156882004269919
"Group 1-B-1","Clostridium",72,146607,0.00049110888293192
"Group 1-B-1","Gracilibacter",378,146607,0.00257832163539258
"Group 1-B-1","Eubacterium",2,146607,1.36419134147756e-05
"Group 1-B-1","Anaerobacterium",13,146607,8.86724371960411e-05
"Group 1-B-1","Qiania",10,146607,6.82095670738778e-05
"Group 1-B-1","Hungatella",764,146607,0.00521121092444426
"Group 1-B-1","Angelakisella",30,146607,0.000204628701221633
"Group 1-B-1","Hungatella",9,146607,6.138861036649e-05
"Group 1-B-1","Clostridium",112,146607,0.000763947151227431
"Group 1-B-1","Simiaoa",5,146607,3.41047835369389e-05
"Group 1-B-1","Lachnoclostridium",159,146607,0.00108453211647466
"Group 1-B-1","Breznakia",171,146607,0.00116638359696331
"Group 1-B-1","Jutongia",25,146607,0.000170523917684694
"Group 1-B-1","Eubacterium",894,146607,0.00609793529640467
"Group 1-B-1","Marvinbryantia",5,146607,3.41047835369389e-05
"Group 1-B-1","Clostridium",74,146607,0.000504750796346696
"Group 1-B-1","Lawsonibacter",10,146607,6.82095670738778e-05
"Group 1-B-1","Flintibacter",25,146607,0.000170523917684694
"Group 1-B-1","Adlercreutzia",165,146607,0.00112545785671898
"Group 1-B-1","Vescimonas",240,146607,0.00163702960977307
"Group 1-B-1","Clostridium",19,146607,0.000129598177440368
"Group 1-B-1","Kineothrix",37,146607,0.000252375398173348
"Group 1-B-1","Lachnoclostridium",1,146607,6.82095670738778e-06
"Group 1-B-1","Neglectibacter",17,146607,0.000115956264025592
"Group 1-B-1","Dehalobacterium",290,146607,0.00197807744514246
"Group 1-B-1","Adlercreutzia",175,146607,0.00119366742379286
"Group 1-B-1","Intestinimonas",5,146607,3.41047835369389e-05
"Group 1-B-1","Clostridium",80,146607,0.000545676536591022
"Group 1-B-1","Turicibacter",6966,146607,0.0475147844236633
"Group 1-B-1","Vescimonas",256,146607,0.00174616491709127
"Group 1-B-1","Amorphus",55,146607,0.000375152618906328
"Group 1-B-1","Raoultibacter",3,146607,2.04628701221633e-05
"Group 1-B-1","Hungatella",8,146607,5.45676536591022e-05
"Group 1-B-1","Duncaniella",5978,146607,0.0407756791967641
