"asv_id","kingdom","phylum","class","order","family","genus","species"
"049573b018e28aa6d12dc57008f17f01","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Sporobacter","Sporobacter termitidis"
"049b207cdb491466806eaac65d211658","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium pacaense"
"04b385ed1930e1199caddad6ff41d08c","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcoides","Ruminococcoides bili"
"04f902bedc644ade2ccbfb168cbcce41","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella muris"
"04faa42387af0bad9b1d991738a0d56f","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter glycyrrhizinilyticus"
"0508f24b33aefe51b81d604e086c1c0c","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium porci"
"052e65cc4ff4e89dac3d36669896dd9d","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Acetatifactor","Acetatifactor muris"
"0534945e9e1655a43c8c2a183be4f28f","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Acetatifactor","Acetatifactor muris"
"053a2310704289edab7b16e3a5c93380","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Fusimonas","Fusimonas intestini"
"054f65da669ac1814c0345e457ff93b3","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium fessum"
"055fcdbc7b9280fd1eb9252955d42a28","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter agilis"
"05679f7f725fc1142f5a3eb0e59d10d2","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sangeribacter","Sangeribacter muris"
"0590c5d4d15cd74838e48e7d64127b31","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus champanellensis"
"05a819ff579f5e2837ab9a8829a06465","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Marseillibacter","Marseillibacter massiliensis"
"05c76608939583b85ecbf3b961862dc0","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"05cb0bc4e3eb81957d8bd161a234bc2c","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"05dd611f50237e2ac1200b71b5f1f244","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Marvinbryantia","Marvinbryantia formatexigens"
"05dfef72696799bc57e6ac7804f24ba8","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","Dorea formicigenerans"
"0607d8c5b5734ef644ec67fd34e97676","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium coprostanoligenes"
"0625baaa6d6edc748260e716624da7d4","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Jutongia","Jutongia hominis"
"062c3562303d28bc24e8ef4026c31ebe","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"063744fa1792fe9f865e0c4f05c9e21d","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"0645075d663c1bc0c118acdb123c6258","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","Limosilactobacillus fermentum"
"064dc30553d3890d2a5077360e1e3e46","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium porci"
"06738d8188a3ce0dfecc28663f49da53","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Acetitomaculum","Acetitomaculum ruminis"
"0676aabfe5db200482181ee8a7dc6741","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"06d45e1381342fe03169b43c39ea6816","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Novisyntrophococcus","Novisyntrophococcus fermenticellae"
"070fa29977f805abf99bc8e256cdfe12","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"072a22143582e6bba86d5e9292fb1b9c","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella freteri"
"073ec57b3fe6956fd616d469b4efb1c0","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Faecalimonas","Faecalimonas umbilicata"
"074b568281f57c42d43262667706f6ee","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Heminiphilus","Heminiphilus faecis"
"0759f2fa05944b1f868a40e9fab56c02","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Qiania","Qiania dongpingensis"
"078f34a07d7c5fe0f9aae7a5a8df94e7","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Fusimonas","Fusimonas intestini"
"079ec0c68673c967ff520369821161c3","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Angelakisella","Angelakisella massiliensis"
"07c2a9b609ae4a91a55b05ba70c16348","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium disporicum"
"07c48eb72a111d272a0d246ee513ed72","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Bombilactobacillus","Bombilactobacillus mellis"
"07e3572852cdb10087ad55a54b7da2f2","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena","Faecalicatena faecalis"
"07eff6104f77f98c19bc76b42b955b69","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Luoshenia","Luoshenia tenuis"
"07fd8c0c4ea60e1abe7940f65db736b4","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Neglectibacter","Neglectibacter timonensis"
"080fc8ce1b13b4cdfe102f208664c097","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium soli"
"0832b5c5fe4ef3da4a8e3fc8c9986b5f","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Massilicoli","Massilicoli timonensis"
"0853800deb7219feffa64c42e0067a5c","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium herbifermentans"
"086e03b8b3b3aab02a74bfee48279145","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella muris"
"08ca30b37de1140bafea5045edbcb796","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptostreptococcaceae","Romboutsia","Romboutsia timonensis"
"08d56311f194c848a28c016e5f190fd2","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium fessum"
"08da7189d81ea867acaab559feccab3e","Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Fundicoccus","Fundicoccus fermenti"
"08f685254789934d5ce3ec8d3f73ddab","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium disporicum"
"08f71b328b50c262bfc480e2085c39bd","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium fessum"
"08fdfa9ac0f740650da9816b7cb65ffb","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium coprostanoligenes"
"0906050b1f59bde0aa8973e2c64fe277","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Guopingia","Guopingia tenuis"
"0909da94bf4f5e3169a43b267ef4bd14","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"0925dc4bbe2aff76a65166c608de3f50","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"095bc9c12b034ab7d5290fa515592e1f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Muribaculum gordoncarteri"
"0979959228c6f998b43e5b46b14ec14d","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Parvibacter","Parvibacter caecicola"
"0991e4721135f75504aa5ea7e0384662","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium herbifermentans"
"09a881e8f398e7b3588f08e2633e0ea2","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens"
"09d038299b67a9af87d51e66edab81a2","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium herbifermentans"
"09e780f54ccbe1f87de871b314f07724","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium coprostanoligenes"
"0a03fd7d467bb7c93eae3dac444d25e0","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"0a161eb2cb86d8a78d36c3d4f4a12a53","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium pacaense"
"0a4f22115529b0a42197eb6cdfa14dd0","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum","Paramuribaculum intestinale"
"0a79446cd3f35514213ea5eedf62ca70","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Acetatifactor","Acetatifactor muris"
"0a9681b93e0da50b1aa87f4f8ee5269a","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium] scindens"
"0aa9a601288070397bfe2b775df09668","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Muribaculum gordoncarteri"
"0ac82e14b0ecd6fb8ba92aade08c3474","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium disporicum"
"0ade19c33156865113840d4962455287","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Lawsonibacter","Lawsonibacter asaccharolyticus"
"0b16f95d546c779fb780303bd78bb3c4","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"0b2edecf2671429cbc143eb9c4592b19","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminiclostridium","Ruminiclostridium cellobioparum"
"0b660af019d25fcc49adb44c11600f40","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Waltera","Waltera intestinalis"
"0b79561c738f30520d56846cf492924f","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaerocolumna","Anaerocolumna sedimenticola"
"0b99251097860a179b9c8d7a178fe9fb","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"0bb5e2771d358e6b33c6a163026723ef","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia obeum"
"0cbcbdbc7bdfb3e395c0e0bd785efb80","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Guopingia","Guopingia tenuis"
"0cbe85ed02848b12ccf9645af97c4919","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia","Roseburia porci"
"0cbebbd30fd72e4bfcddeb4ebc3f7307","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Breznakia","Breznakia pachnodae"
"0cd12e08e484507ec7a34fffb4f8a431","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila"
"0cd2d1354c23628c5aa46152dc4da627","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"0cfc433ff873166e2a10eceec27eab92","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium fessum"
"0cfe17eb8769cdb0724ffd25952b1da6","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster lavalensis"
"0d0931a93a16261aed525c98b48f9fe8","Bacteria","Actinomycetota","Actinomycetes","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium glyciniphilum"
"0d1b4fe50548aabf16b15b9cb5ca1231","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica"
"0d2b3fd4921eb744530287e7b2b0b994","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Jingyaoa","Jingyaoa shaoxingensis"
"0d3477f42ab2b73f0f79a85190680a82","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"0d90f7be3c0c900d5f9908b7525ac3a5","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"0dc2d27bd9cdd5919001eec1645f4a53","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Acetatifactor","Acetatifactor muris"
"0dc77d44069f53f02f9f477cac67f312","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium fessum"
"0dcfbb1b1e885af65ecea8784bcbe775","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium disporicum"
"0de623531d6a1c21ff011ab420fd4f5e","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Breznakia","Breznakia pachnodae"
"0defa330e7aa68e2a1318a86317ef18b","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","Dorea phocaeensis"
"0df7be7fe559acd1c045dc8a7ceb8793","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter agilis"
"0dfffb90df638ac9398278c63487eff2","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","Dorea phocaeensis"
"0e1bc5ac3f8623d0011e1f180f4f760d","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Luoshenia","Luoshenia tenuis"
"0e5335ecc427324f9642211f2550532f","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus canintestini"
"0e81d7eea09c632db5ca539bd2ac37a5","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Kineothrix","Kineothrix alysoides"
"0e89a6673f2022a8c0c59eb9c560a9f5","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"0ec6c7f1839578dc217031e3de54ac6b","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","Adlercreutzia equolifaciens"
"0ec9b9537b5e3b6cf6dd5ed90320a3df","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Guopingia","Guopingia tenuis"
"0ee39a89bd77712537e10ac78985e1db","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila"
"0eeef7d0f4df45689ae54b912aaeb1b5","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"0f36ead5f45a605bd1a10c88db440518","Bacteria","Bacillota","Clostridia","Eubacteriales","Gracilibacteraceae","Gracilibacter","Gracilibacter thermotolerans"
"0f36f64a1ec1ec8749d2a0be434f3d3f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes dispar"
"0f3ddf6c9f00310154e929c8871b1518","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"0f61d4b039205a183d80832c4b71d7a1","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Cuneatibacter","Cuneatibacter caecimuris"
"0f779d61e6e68e5f8c136c22fa6b2a54","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
"0f8d4aecc286525aca2af07ae1c48b52","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes dispar"
"0fa35ff55d2d37fd1af587b3366b89b0","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Qiania","Qiania dongpingensis"
"0fb8f6f6469d7389b26eae794218bafb","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Massilicoli","Massilicoli timonensis"
"0ff18ae62d7868f68d3ec4d355aae8e5","Bacteria","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides ginkgobilobae"
"0ff811a8fbf2dc39f328716c04ddaa6f","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium disporicum"
"1021b8ac9583cf92f540c345960c0e1d","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia faecis"
"1046ac4b613d1933c72fff562fdd456d","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella phocaeensis"
"104a1c8c1d786a53b91015a8452105ab","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Luoshenia","Luoshenia tenuis"
"105a3210462d5ff780106c5eba30b366","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"1092eeaa201d79ccd1c569fd2df7c1eb","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"109c96cec53d4f518059e3925a9b1a10","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium algeriense"
"10e1240541ba85dee108a84a1ebb7fa6","Bacteria","Cyanobacteria","","Nostocales","Symphyonemataceae","Loriellopsis","Loriellopsis cavernicola"
"110ddafafff3a28bf30fa491245965a6","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena","Faecalicatena absiana"
"113a0ae20eb270f6bfba6a28677d47d4","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","Dorea longicatena"
"113dd66294118452b75d6b8bb93632b7","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella phocaeensis"
"1166ee1b73cac9acbb7c48473bc562ca","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Luoshenia","Luoshenia tenuis"
"1177e25014d2e7045e49d8d1f09e9758","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Guopingia","Guopingia tenuis"
"11adfffe09829d41a8a8ff1ac2ff1793","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","Duncaniella muris"
"11c4c95526ac4cf652053d40980c03fa","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium porci"
"11cfc23849159b5fe6fd6fb3a543abbe","Bacteria","Bacillota","Clostridia","Eubacteriales","Gracilibacteraceae","Gracilibacter","Gracilibacter thermotolerans"
"11e62f570da6e0c926a65d7a20ec49c7","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri"
"12508b8774ab9736cdf1efebb3c3ac0e","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Parasutterella excrementihominis"
"127838c0713f58bdd76cfb6d3aa2773e","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella hathewayi"
"12794c4f75b532f9276a8ab353b4af85","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium sardiniense"
"12b94dc24cbae16a30e467a280b9a460","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter bilis"
"12cd3a676999da5c8a49b2430d86139d","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium fessum"
"12d98f7f0f3884b7f1908915b75500e6","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma","Spiroplasma sabaudiense"
"1305e37e83bedb60330695bd077831e7","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium coprostanoligenes"
"131534da8d5efc07ce7f6ea1b57257ae","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Anaerobacterium","Anaerobacterium chartisolvens"
